Curso;Id_MEC;Ano_avaliacao;Modalidade;Cidade;Campus;ODP;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11;1.12;1.13;1.14;1.15;1.16;1.17;1.18;1.19;1.20;1.21;1.22;1.23;1.24;CDT;2.1;2.2;2.3;2.4;2.5;2.6;2.7;2.8;2.9;2.10;2.11;2.12;2.13;2.14;2.15;2.16;INF;3.1;3.2;3.3;3.4;3.5;3.6;3.7;3.8;3.9;3.10;3.11;3.12;3.13;3.14;3.15;3.16;3.17;CFC;CFA;;;;
CIÊNCIAS EXATAS QUÍMICA ;2297803;2025;Licenciatura ;Pontal do Paraná ;Campus Pontal Do Sul;4,95    ;5,00;5,00;5,00;4,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;;5,00;5,00;5,00;;;5,00;5    ;5,00;5,00;5,00;5,00;5,00;5,00;;5,00;5,00;5,00;5,00;5,00;5,00;5,00;;5,00;4,25;3,00;3,00;;3,00;5,00;5,00;5,00;5,00;5,00;;;;;;;;;4,76;5;;;;
LETRAS PORTUGUÊS ;2297806;2024;Licenciatura ;Curitiba ;Campus  Reitoria;4,12    ;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;;5,00;5,00;4,00;4,00;4,00;5,00;;5,00;5,00;5,00;;;5,00;4,00    ;4,00;5,00;5,00;5,00;5,00;5,00;;5,00;5,00;4,00;4,00;5,00;5,00;5,00;5,00;5,00;3,63;5,00;5,00;;5,00;5,00;5,00;5,00;5,00;5,00;;;;;;;5,00;;4,86;5;;;;
ARTES VISUAIS ;2298241;2024;Licenciatura ;Curitiba ;Campus Batel;4,72    ;5,00;5,00;4,00;5,00;5,00;5,00;5,00;2,00;5,00;4,00;5,00;5,00;5,00;;;5,00;;;5,00;5,00;5,00;;;5,00;5    ;5,00;;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;;;5,00;;;5,00;;5,00;5,00;4,00;3,00;4,00;4,00;5,00;5,00;;5,00;;;;;;;4,73;5;;;;
GEOGRAFIA;2299015;2025;Licenciatura ;Curitiba ;Campus  Politécnico;4,39    ;5,00;5,00;4,00;3,00;4,00;4,00;4,00;5,00;5,00;4,00;5,00;5,00;4,00;;;4,00;;;4,00;4,00;5,00;;;5,00;5,00    ;5,00;;5,00;5,00;5,00;5,00;;5,00;5,00;;;5,00;;;;5,00;4,44;3,00;3,00;;4,00;5,00;5,00;5,00;5,00;5,00;;;;;;;5,00;;4,65;5;;;;
EDUCAÇÃO FÍSICA ;2299017;2024;Licenciatura ;Curitiba ;Campus  Politécnico;5,00    ;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;;;5,00;;;5,00;5,00;5,00;;;5,00;5,00    ;5,00;;5,00;5,00;5,00;5,00;;5,00;5,00;;;5,00;;;;5,00;5,00;5,00;5,00;;5,00;5,00;5,00;5,00;5,00;5,00;;;;;;;5,00;;5;5;;;;
LETRAS INGLÊS;2322586;2025;Licenciatura;Curitiba;Campus  Reitoria;4,67    ;5,00;5,00;4,00;5,00;5,00;5,00;5,00;4,00;4,00;5,00;5,00;5,00;4,00;;;5,00;;;4,00;4,00;5,00;;;5,00;4,89;4,00;;5,00;5,00;5,00;5,00;;5,00;5,00;;;5,00;;;;5,00;4,70;5,00;3,00;4,00;5,00;5,00;5,00;5,00;5,00;5,00;;;;;;;5,00;;4,77;5;;;;
CIÊNCIAS BIOLÓGICAS ;2323769;2025;Licenciatura ;Curitiba ;Campus  Politécnico;;5,00;5,00;4,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;;;4,00;;;5,00;5,00;5,00;;;5,00;;5,00;;5,00;5,00;5,00;5,00;4,00;5,00;;;4,00;;;;5,00;4,00;;5,00;;4,00;3,00;4,00;3,00;5,00;4,00;;;;;;;5,00;;5,00;4,61;5;;;;
Pedagogia;2324552;2025;Licenciatura;Curitiba;Centro Politécnico;4,74    ;4,00;5,00;5,00;4,00;5,00;5,00;5,00;5,00;4,00;5,00;5,00;4,00;5,00;;;5,00;5,00;;5,00;5,00;4,00;;;5,00;4,89    ;5,00;;5,00;5,00;5,00;5,00;;4,00;5,00;;;5,00;;;;5,00;4,50;4,00;5,00;5,00;4,00;5,00;4,00;4,00;5,00;;;;;;;;;;4,73;5;;;;
LETRAS PORTUGUÊS ;2324555;2025;Bacharelado ;Curitiba ;Campus Reitoria;4,12;5,00;5,00;3,00;4,00;4,00;5,00;;;;5,00;5,00;5,00;5,00;;;5,00;;;4,00;4,00;;;;;4,00;5,00;;5,00;5,00;5,00;5,00;5,00;;5,00;;;5,00;;;;5,00;3,63;5,00;5,00;5,00;5,00;5,00;5,00;5,00;4,00;4,00;;;;;;;5,00;;4,5;5;;;;
AGROECOLOGIA;2369362;2025;Tecnólogo ;Matinhos;Campus Litoral;4,06    ;5,00;5,00;5,00;5,00;5,00;5,00;;;;4,00;;5,00;4,00;1,00;1,00;4,00;3,00;3,00;5,00;5,00;;;;;4,00;5,00;5,00;5,00;5,00;5,00;5,00;4,00;5,00;5,00;1,00;1,00;5,00;5,00;1,00;2,00;5,00;3,89;3,00;4,00;3,00;3,00;4,00;5,00;5,00;5,00;;;;;;3,00;;;;3,99;4;;;;
GESTÃO DE TURISMO ;2372111;2025;Tecnólogo ;Matinhos ;Campus Litoral;4,92    ;5,00;5,00;5,00;5,00;5,00;5,00;;;;5,00;;5,00;5,00;;;5,00;;;5,00;5,00;;;;;4,67    ;5,00;;4,00;5,00;5,00;5,00;5,00;;4,00;5,00;5,00;4,00;5,00;5,00;5,00;5,00;3,71;5,00;5,00;5,00;5,00;5,00;;;;;;;;;;;5,00;5,00;4,46;4;;;;
NEGÓCIOS IMOBILIÁRIOS;2372114;2025;Tecnólogo ;Curitiba ;Campus  Politécnico;4,36    ;5,00;5,00;5,00;5,00;5,00;5,00;;;;5,00;5,00;5,00;5,00;;;5,00;;;5,00;5,00;;;;;5,00    ;3,00;;5,00;5,00;5,00;5,00;5,00;;4,00;;;5,00;;;;5,00;3,88;5,00;5,00;;5,00;5,00;5,00;5,00;5,00;5,00;;;;;;;;;4,73;5;;;;
Tecnologia em Secretariado;2372115;2025;Tecnologia;Curitiba;Centro Politécnico;5,00    ;5,00;5,00;5,00;5,00;5,00;5,00;;;;5,00;;5,00;5,00;;;5,00;5,00;;5,00;5,00;;;;;4,82    ;5,00;5,00;5,00;5,00;5,00;5,00;5,00;;5,00;3,00;;5,00;;;;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;;;;;;;5,00;;5,00;;4,93;5;;;;
COMUNICAÇÃO INSTITUCIONAL ;2372116;2025;Tecnólogo ;Curitiba ;Campus  Politécnico;4,94    ;5,00;5,00;5,00;5,00;5,00;5,00;;;;5,00;;5,00;5,00;;;5,00;;;5,00;5,00;;;;;4,85    ;5,00;;5,00;5,00;5,00;5,00;5,00;;5,00;5,00;;5,00;;;;5,00;5,00;5,00;5,00;;5,00;5,00;5,00;5,00;5,00;5,00;;;;;;;5,00;;4,92;5;;;;
ENFERMAGEM;2382291;2025;Bacharelado;Toledo;Campus Toledo;4,94    ;4,00;5,00;5,00;5,00;5,00;5,00;5,00;;;5,00;5,00;5,00;5,00;;;5,00;;;5,00;5,00;;5,00;5,00;;5,00    ;5,00;;5,00;5,00;5,00;5,00;;5,00;;;5,00;;;;5,00;;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;5,00;;5,00;5,00;5,00;;;;;;4,98;5;;;;
Produção Cultural;2412913;2025;Tecnologia;Curitiba;Juvevê;4,23    ;5,00;4,00;5,00;4,00;5,00;4,00;;;;4,00;5,00;5,00;3,00;;;5,00;;;4,00;2,00;;;;;4,67    ;5,00;;4,00;4,00;5,00;4,00;5,00;;5,00;;;5,00;;;;5,00;4,00;2,00;4,00;3,00;3,00;5,00;5,00;5,00;;5,00;;;;;;;;;4,34;4;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
